age_Gyr,M_Msun,T_eff_K,L_Lsun,log_g,R_Gcm,D,Li,J,H,Ks,Lprime,Mprime,clio_3.9,new_Lprime
0.001,0.01,2345.0,-2.7,3.57,18.99,1.0,1.0,9.246,8.813,8.324,7.696,7.834,7.733524476951325,7.850909350699994
0.001,0.015,2504.0,-2.42,3.58,22.9,1.0,1.0,8.595,8.168,7.726,7.153,7.24,7.201586903111018,7.299710671705447
0.001,0.02,2598.0,-2.25,3.59,26.11,1.0,1.0,8.171,7.739,7.324,6.785,6.853,6.840715636993843,6.9301296427033225
0.001,0.03,2710.0,-1.98,3.57,32.78,1.0,1.0,7.521,7.081,6.699,6.2,6.246,6.267320554672111,6.348487939176271
0.001,0.04,2779.0,-1.81,3.57,37.62,0.99,1.0,7.13,6.676,6.318,5.846,5.886,5.903936502240339,5.981465935217269
0.001,0.05,2824.0,-1.65,3.53,44.05,0.975,1.0,6.73,6.269,5.926,5.473,5.512,5.531628005015251,5.608760505681477
0.001,0.06,2864.0,-1.53,3.52,49.25,0.93,1.0,6.438,5.97,5.641,5.206,5.249,5.284097176600879,5.361629623287206
0.001,0.07,2897.0,-1.41,3.49,54.82,0.865,1.0,6.165,5.69,5.375,4.954,5.0,5.021813139070959,5.100069415074046
0.001,0.072,2896.0,-1.39,3.48,56.3,0.87,1.0,6.108,5.632,5.317,4.897,4.944,4.966752927559089,5.0452919243891206
0.001,0.075,2897.0,-1.36,3.47,58.18,0.865,1.0,6.034,5.557,5.243,4.825,4.872,4.896762847408755,4.975597697814726
0.001,0.08,2898.0,-1.31,3.45,61.53,0.865,1.0,5.911,5.431,5.12,4.704,4.752,4.775952220690295,4.855371868830408
0.001,0.09,2908.0,-1.23,3.42,67.28,0.805,1.0,5.704,5.218,4.912,4.503,4.553,4.565380860878139,4.64523328924863
0.001,0.1,2936.0,-1.17,3.43,70.29,0.409,1.0,5.576,5.077,4.78,4.385,4.437,4.454341322912004,4.5323915433752235
0.001,0.2,3226.0,-0.66,3.38,105.41,0.0083,1.0,4.421,3.758,3.53,3.271,3.352,3.374149265286383,3.4223977559928613
0.001,0.3,3428.0,-0.48,3.48,114.74,0.0,1.0,4.069,3.329,3.127,2.937,3.039,3.062259003642232,3.081257336726299
0.001,0.4,3634.0,-0.32,3.54,123.01,0.0,1.0,3.772,2.979,2.793,2.654,2.775,2.7977328467856237,2.78769213971013
0.001,0.5,3802.0,-0.18,3.59,131.2,0.0,1.0,3.502,2.706,2.538,2.432,2.568,2.613190789900573,2.58890498059953
0.001,0.6,3955.0,-0.07,3.62,138.26,0.0,1.0,3.269,2.5,2.346,2.259,2.397,2.438459490290453,2.4071020945002304
0.001,0.7,4078.0,0.04,3.63,147.06,0.0,1.0,3.035,2.299,2.158,2.081,2.216,2.2546828669380656,2.219518460999733
0.001,0.8,4192.0,0.13,3.65,154.36,0.0,1.0,2.841,2.141,2.011,1.94,2.068,2.12536961239193,2.088873791034191
0.001,0.9,4290.0,0.21,3.66,162.02,0.0,1.0,2.661,1.995,1.873,1.806,1.927,1.994123027792408,1.9572050401823744
0.001,1.0,4377.0,0.28,3.66,169.51,0.0,1.0,2.498,1.861,1.746,1.682,1.801,1.8542619921323125,1.8169129566172928
0.001,1.1,4456.0,0.35,3.67,176.77,0.0,1.0,2.35,1.739,1.631,1.569,1.683,1.7542019459940097,1.7167352703286962
0.001,1.2,4529.0,0.41,3.68,183.22,0.0,0.999,2.222,1.634,1.531,1.472,1.58,1.664957718351459,1.6273993798716075
0.001,1.3,4596.0,0.47,3.68,190.09,0.0,0.998,2.097,1.53,1.432,1.374,1.477,1.5608563674796085,1.523205934860348
0.001,1.4,4658.0,0.52,3.68,196.23,0.0,0.998,1.988,1.44,1.345,1.289,1.388,1.464314889099774,1.4266213021553913
0.002,0.01,2236.0,-2.96,3.75,15.44,1.0,1.0,9.906,9.45,8.935,8.256,8.47,8.278404493610601,8.40992721016492
0.002,0.015,2452.0,-2.65,3.77,18.4,1.0,1.0,9.152,8.719,8.268,7.677,7.804,7.717785721538175,7.822072156907169
0.002,0.02,2571.0,-2.46,3.78,20.93,1.0,1.0,8.695,8.256,7.837,7.289,7.38,7.335496059512749,7.426750922663375
0.002,0.03,2707.0,-2.14,3.73,27.12,0.925,1.0,7.942,7.496,7.114,6.613,6.668,6.669046782043708,6.749619817010162
0.002,0.04,2784.0,-1.9,3.67,33.72,0.78,1.0,7.365,6.908,6.55,6.079,6.122,6.150145820777173,6.226364771534117
0.002,0.05,2829.0,-1.72,3.61,40.29,0.68,1.0,6.92,6.457,6.114,5.662,5.704,5.728381280482972,5.804719868079892
0.002,0.06,2867.0,-1.58,3.57,46.4,0.56,1.0,6.565,6.096,5.768,5.332,5.376,5.407188099784874,5.484232979510558
0.002,0.07,2902.0,-1.45,3.53,52.13,0.4465,1.0,6.27,5.794,5.479,5.059,5.105,5.118294647430903,5.1955885456754665
0.002,0.072,2907.0,-1.43,3.53,53.36,0.444,1.0,6.213,5.735,5.422,5.004,5.051,5.083780638729291,5.160806890537114
0.002,0.075,2914.0,-1.4,3.52,55.1,0.424,1.0,6.135,5.654,5.343,4.93,4.977,5.009057733222527,5.085905766017835
0.002,0.08,2924.0,-1.35,3.5,58.05,0.4035,1.0,6.009,5.523,5.216,4.809,4.857,4.881358676774655,4.958064791196261
0.002,0.09,2934.0,-1.26,3.47,63.42,0.323,1.0,5.804,5.311,5.009,4.609,4.66,4.670549000285492,4.747578914136586
0.002,0.1,2972.0,-1.26,3.53,62.41,0.0297,1.0,5.796,5.29,4.997,4.612,4.665,4.677302077554071,4.751022390129459
0.002,0.2,3202.0,-0.96,3.67,75.56,0.0,1.0,5.164,4.562,4.314,4.018,4.082,4.121552831262038,4.171455691425266
0.002,0.3,3428.0,-0.72,3.72,86.84,0.0,1.0,4.674,3.981,3.765,3.549,3.635,3.6689263497189426,3.687669518718683
0.002,0.4,3606.0,-0.55,3.76,95.62,0.0,1.0,4.332,3.584,3.387,3.223,3.329,3.3639635690047918,3.3597040435365715
0.002,0.5,3763.0,-0.41,3.79,103.55,0.0,1.0,4.038,3.273,3.096,2.969,3.092,3.1294628181199258,3.110999710142255
0.002,0.6,3906.0,-0.29,3.82,109.6,0.0,1.0,3.806,3.044,2.883,2.784,2.915,2.9545546013274793,2.9269517195664974
0.002,0.7,4033.0,-0.18,3.84,116.38,0.0,0.999,3.575,2.834,2.688,2.606,2.739,2.7936341527753106,2.760717080983699
0.002,0.8,4153.0,-0.09,3.85,122.64,0.0,0.996,3.365,2.656,2.522,2.45,2.579,2.6348348736359712,2.5990162612490098
0.002,0.9,4259.0,-0.0,3.86,128.6,0.0,0.986,3.183,2.506,2.382,2.315,2.439,2.501085977128905,2.4644114716736323
0.002,1.0,4350.0,0.07,3.87,134.5,0.0,0.973,3.018,2.37,2.254,2.191,2.31,2.3856374486642817,2.3483515715449057
0.002,1.1,4432.0,0.14,3.87,139.92,0.0,0.969,2.873,2.252,2.143,2.082,2.196,2.2592148060926567,2.2216969077306503
0.002,1.2,4508.0,0.2,3.88,145.37,0.0,0.972,2.737,2.14,2.036,1.978,2.087,2.168922360416341,2.1313515164206494
0.002,1.3,4581.0,0.26,3.88,150.71,0.0,0.977,2.608,2.035,1.936,1.88,1.983,2.0625545060976864,2.0248197075346592
0.002,1.4,4653.0,0.32,3.88,155.74,0.0,0.983,2.49,1.939,1.844,1.79,1.889,1.963521003037766,1.9257164096413164
0.003,0.01,2142.0,-3.13,3.84,13.87,1.0,1.0,10.332,9.844,9.305,8.579,8.837,8.583395419568088,8.72695941568129
0.003,0.015,2406.0,-2.79,3.88,16.29,0.995,1.0,9.488,9.053,8.593,7.984,8.143,8.029710187267856,8.140960255556394
0.003,0.02,2545.0,-2.57,3.88,18.72,0.965,1.0,8.973,8.532,8.109,7.552,7.662,7.604921535174628,7.699357005970171
0.003,0.03,2706.0,-2.17,3.76,26.17,0.73,1.0,8.022,7.574,7.192,6.691,6.748,6.744699907600157,6.825197778177125
0.003,0.04,2784.0,-1.92,3.69,32.99,0.545,1.0,7.412,6.955,6.597,6.126,6.17,6.200109424061693,6.276114841189035
0.003,0.05,2831.0,-1.74,3.64,39.19,0.413,1.0,6.979,6.514,6.172,5.721,5.763,5.802088842256702,5.878132107152284
0.003,0.06,2870.0,-1.61,3.6,44.46,0.25,1.0,6.657,6.186,5.858,5.423,5.467,5.480316985502549,5.557079407119017
0.003,0.07,2906.0,-1.51,3.59,48.78,0.118,1.0,6.412,5.934,5.618,5.198,5.245,5.264703171247875,5.34061787670499
0.003,0.072,2911.0,-1.49,3.59,49.79,0.11,1.0,6.361,5.881,5.567,5.15,5.197,5.230202110605367,5.305855348570448
0.003,0.075,2919.0,-1.46,3.58,50.98,0.086,1.0,6.3,5.817,5.506,5.092,5.14,5.154719503175832,5.230150442760467
0.003,0.08,2931.0,-1.42,3.57,53.17,0.0635,1.0,6.194,5.705,5.398,4.992,5.04,5.050435038974056,5.125442117819623
0.003,0.09,2956.0,-1.36,3.59,55.67,0.0124,1.0,6.065,5.567,5.267,4.872,4.923,4.9533138917737585,5.026698608276058
0.003,0.1,2998.0,-1.44,3.73,49.8,0.0,1.0,6.261,5.751,5.46,5.078,5.13,5.158926606911962,5.22769240220936
0.003,0.2,3196.0,-1.1,3.81,64.29,0.0,1.0,5.523,4.94,4.685,4.375,4.432,4.478867362194528,4.528100380782782
0.003,0.3,3404.0,-0.86,3.85,74.82,0.0,1.0,5.016,4.357,4.13,3.893,3.967,4.011193265262297,4.034221989446893
0.003,0.4,3582.0,-0.68,3.88,83.22,0.0,1.0,4.647,3.929,3.725,3.542,3.639,3.6780645525362705,3.677924161339951
0.003,0.5,3731.0,-0.54,3.91,90.61,0.0,1.0,4.348,3.603,3.42,3.278,3.391,3.44443223618143,3.430164805226666
0.003,0.6,3868.0,-0.42,3.93,96.38,0.0,0.996,4.11,3.359,3.192,3.081,3.206,3.2432258342723177,3.2189999245192187
0.003,0.7,3998.0,-0.31,3.95,102.29,0.0,0.978,3.881,3.137,2.987,2.899,3.031,3.080572672667116,3.04983670826737
0.003,0.8,4120.0,-0.21,3.96,107.7,0.0,0.918,3.67,2.953,2.816,2.742,2.872,2.918907548820166,2.8840459791632664
0.003,0.9,4232.0,-0.13,3.97,112.52,0.0,0.873,3.491,2.805,2.679,2.612,2.738,2.7828273171969227,2.7463786093365092
0.003,1.0,4330.0,-0.05,3.98,117.42,0.0,0.875,3.327,2.671,2.553,2.491,2.611,2.6652094414849854,2.628002809110756
0.003,1.1,4421.0,0.02,3.99,122.57,0.0,0.899,3.167,2.542,2.432,2.371,2.485,2.5612114853655283,2.5236605691109664
0.003,1.2,4505.0,0.09,3.99,127.45,0.0,0.925,3.023,2.424,2.321,2.264,2.372,2.4438001976697126,2.406202273336287
0.003,1.3,4588.0,0.15,3.99,132.37,0.0,0.947,2.884,2.312,2.214,2.159,2.261,2.334732578426851,2.296943297910163
0.003,1.4,4671.0,0.22,3.99,137.96,0.0,0.965,2.74,2.193,2.1,2.048,2.144,2.232742951623423,2.194854071597427
0.004,0.01,2053.0,-3.27,3.9,12.92,1.0,1.0,10.737,10.179,9.599,8.816,9.103,8.806270157484962,8.959392281998142
0.004,0.015,2362.0,-2.89,3.94,15.05,0.98,1.0,9.714,9.271,8.806,8.186,8.378,8.203490959608628,8.320805696161964
0.004,0.02,2535.0,-2.61,3.91,18.02,0.88,1.0,9.072,8.63,8.205,7.645,7.763,7.687479147751316,7.783343663061602
0.004,0.03,2705.0,-2.19,3.78,25.78,0.57,1.0,8.055,7.607,7.225,6.724,6.781,6.795386493280898,6.875861992624466
0.004,0.04,2785.0,-1.95,3.71,32.08,0.323,1.0,7.473,7.015,6.657,6.186,6.23,6.249352898687689,6.325097712257458
0.004,0.05,2834.0,-1.78,3.67,37.47,0.169,1.0,7.074,6.608,6.267,5.815,5.858,5.87517955300589,5.9509366270993365
0.004,0.06,2875.0,-1.68,3.68,40.82,0.033,1.0,6.839,6.366,6.038,5.603,5.648,5.676830505494146,5.752290921120203
0.004,0.07,2914.0,-1.64,3.73,41.74,0.0002,1.0,6.745,6.263,5.947,5.527,5.574,5.607407336007575,5.68021203105669
0.004,0.072,2921.0,-1.63,3.73,42.18,0.0001,1.0,6.715,6.231,5.916,5.499,5.546,5.5713808399249345,5.643839015055346
0.004,0.075,2931.0,-1.61,3.74,42.5,0.0,1.0,6.687,6.199,5.887,5.474,5.522,5.544260709802601,5.61604064915466
0.004,0.08,2946.0,-1.58,3.74,43.86,0.0,1.0,6.6,6.108,5.8,5.394,5.443,5.462704333897566,5.533766388349951
0.004,0.09,2976.0,-1.53,3.76,45.38,0.0,1.0,6.49,5.988,5.689,5.296,5.346,5.3635714290127146,5.432811125687428
0.004,0.1,3013.0,-1.55,3.85,43.06,0.0,1.0,6.567,6.057,5.764,5.38,5.43,5.450026903000863,5.515166895967065
0.004,0.2,3206.0,-1.19,3.9,57.68,0.0,1.0,5.753,5.176,4.919,4.605,4.658,4.6993719875762014,4.746520191930441
0.004,0.3,3389.0,-0.95,3.93,67.99,0.0,1.0,5.238,4.601,4.367,4.114,4.181,4.222416230611202,4.2474725403962355
0.004,0.4,3560.0,-0.78,3.97,75.61,0.0,1.0,4.87,4.176,3.965,3.767,3.856,3.9161698244339567,3.9196164843893526
0.004,0.5,3704.0,-0.63,3.99,82.32,0.0,0.995,4.574,3.846,3.657,3.502,3.608,3.6570695455593087,3.6461333443695714
0.004,0.6,3842.0,-0.51,4.01,88.28,0.0,0.966,4.317,3.577,3.406,3.284,3.404,3.4534528255068278,3.4321011152285186
0.004,0.7,3976.0,-0.4,4.03,93.55,0.0,0.836,4.091,3.351,3.198,3.103,3.231,3.2881735042499427,3.2591679912984346
0.004,0.8,4096.0,-0.3,4.04,98.25,0.0,0.712,3.885,3.166,3.027,2.949,3.078,3.1260949253649697,3.0922248817201554
0.004,0.9,4212.0,-0.22,4.05,102.74,0.0,0.718,3.701,3.012,2.884,2.815,2.941,2.9880715649623952,2.951892176299099
0.004,1.0,4315.0,-0.14,4.06,107.1,0.0,0.761,3.536,2.876,2.757,2.694,2.814,2.8689191454132668,2.831889207440706
0.004,1.1,4417.0,-0.06,4.06,112.28,0.0,0.826,3.359,2.733,2.622,2.562,2.676,2.736901249532418,2.6993309494978526
0.004,1.2,4513.0,0.02,4.06,117.08,0.0,0.879,3.201,2.605,2.502,2.445,2.552,2.616264571751791,2.5786147989869095
0.004,1.3,4609.0,0.09,4.06,122.08,0.0,0.922,3.045,2.479,2.382,2.329,2.429,2.5037879906788874,2.465926737500578
0.004,1.4,4710.0,0.16,4.06,127.35,0.0,0.952,2.888,2.352,2.261,2.211,2.305,2.3973747810592347,2.35938906731744
0.005,0.01,1961.0,-3.39,3.94,12.33,1.0,1.0,11.125,10.483,9.84,8.992,9.229,8.981927346771187,9.136433527838841
0.005,0.015,2330.0,-2.96,3.99,14.34,0.955,1.0,9.882,9.433,8.96,8.324,8.539,8.357731151875315,8.479787518438865
0.005,0.02,2531.0,-2.62,3.92,17.81,0.805,1.0,9.102,8.66,8.234,7.673,7.794,7.715530845985322,7.8119623951886465
0.005,0.03,2705.0,-2.2,3.79,25.36,0.4245,1.0,8.092,7.643,7.261,6.759,6.818,6.8203534262813506,6.900776047169348
0.005,0.04,2785.0,-1.98,3.75,30.86,0.1485,1.0,7.558,7.099,6.741,6.269,6.315,6.349280159616364,6.424598491885064
0.005,0.05,2841.0,-1.85,3.75,34.31,0.0167,1.0,7.26,6.792,6.451,6.001,6.045,6.070719971949231,6.145710393823719
0.005,0.06,2890.0,-1.81,3.82,34.8,0.0,1.0,7.172,6.696,6.37,5.936,5.982,6.016317511802005,6.088454196960881
0.005,0.07,2928.0,-1.76,3.86,35.83,0.0,1.0,7.065,6.579,6.263,5.844,5.891,5.920599692743835,5.9902520752461115
0.005,0.072,2934.0,-1.75,3.86,36.34,0.0,1.0,7.027,6.54,6.225,5.809,5.856,5.885729952661762,5.955087878057025
0.005,0.075,2944.0,-1.73,3.87,36.81,0.0,1.0,6.987,6.497,6.185,5.773,5.821,5.859343047036462,5.928023716203359
0.005,0.08,2959.0,-1.69,3.87,37.98,0.0,1.0,6.901,6.407,6.099,5.693,5.742,5.778704248537808,5.846670824942407
0.005,0.09,2992.0,-1.64,3.88,39.69,0.0,1.0,6.767,6.264,5.965,5.573,5.623,5.652967233380448,5.719226408363827
0.005,0.1,3027.0,-1.63,3.94,38.9,0.0,1.0,6.779,6.268,5.974,5.59,5.638,5.666833924888426,5.728947445184244
0.005,0.2,3220.0,-1.26,3.97,53.15,0.0,1.0,5.92,5.347,5.088,4.773,4.824,4.867219484886259,4.912087287237435
0.005,0.3,3379.0,-1.02,4.0,63.09,0.0,1.0,5.41,4.789,4.549,4.285,4.347,4.405326490436173,4.4312529503713085
0.005,0.4,3546.0,-0.84,4.03,70.57,0.0,0.998,5.03,4.352,4.136,3.928,4.011,4.074980890513925,4.080543276486365
0.005,0.5,3696.0,-0.7,4.05,76.8,0.0,0.975,4.729,4.013,3.82,3.658,3.76,3.811744015076405,3.802062558647652
0.005,0.6,3830.0,-0.57,4.07,82.27,0.0,0.834,4.478,3.748,3.573,3.444,3.56,3.6090974296830702,3.5891272794968114
0.005,0.7,3960.0,-0.47,4.09,87.18,0.0,0.547,4.255,3.523,3.366,3.263,3.388,3.4441316087374654,3.4165250379382703
0.005,0.8,4081.0,-0.37,4.1,91.64,0.0,0.517,4.047,3.331,3.189,3.107,3.234,3.2817940956551612,3.249105784340113
0.005,0.9,4198.0,-0.28,4.11,95.8,0.0,0.567,3.862,3.172,3.042,2.971,3.097,3.1418978782031792,3.1062700388111453
0.005,1.0,4310.0,-0.2,4.12,100.27,0.0,0.658,3.682,3.022,2.902,2.839,2.959,3.0199956890046176,2.9830971496783922
0.005,1.1,4422.0,-0.12,4.12,104.77,0.0,0.755,3.506,2.881,2.77,2.711,2.824,2.885193050363313,2.8476087820366685
0.005,1.2,4531.0,-0.03,4.12,110.04,0.0,0.842,3.323,2.732,2.63,2.575,2.68,2.7611372000338763,2.723415786487423
0.005,1.3,4644.0,0.05,4.11,115.24,0.0,0.904,3.147,2.591,2.497,2.445,2.542,2.6193873070988705,2.5814605459299846
0.005,1.4,4771.0,0.14,4.11,120.59,0.0,0.944,2.968,2.45,2.363,2.314,2.404,2.507039426417188,2.468857056831309
0.006,0.01,1869.0,-3.5,3.97,11.89,1.0,1.0,11.583,10.789,10.077,9.155,9.361,9.141152831739666,9.293357445716344
0.006,0.015,2310.0,-2.99,4.01,13.95,0.92,1.0,9.991,9.539,9.06,8.411,8.64,8.431220019962463,8.556275774204765
0.006,0.02,2529.0,-2.63,3.93,17.67,0.715,1.0,9.123,8.68,8.254,7.692,7.815,7.7420252156453895,7.838768435710424
0.006,0.03,2704.0,-2.22,3.81,24.79,0.2765,1.0,8.143,7.694,7.312,6.81,6.87,6.871040425482113,6.951440615583451
0.006,0.04,2785.0,-2.04,3.81,28.77,0.0255,1.0,7.712,7.252,6.893,6.42,6.468,6.499171060145745,6.573850091452178
0.006,0.05,2847.0,-1.97,3.87,29.82,0.0,1.0,7.561,7.091,6.75,6.299,6.346,6.366195108513214,6.4389828688174875
0.006,0.06,2901.0,-1.91,3.92,30.78,0.0,1.0,7.43,6.952,6.626,6.193,6.239,6.258529366614095,6.328314636232115
0.006,0.07,2942.0,-1.85,3.95,32.19,0.0,1.0,7.284,6.795,6.48,6.064,6.111,6.135964272440898,6.203205577462155
0.006,0.072,2948.0,-1.83,3.95,32.65,0.0,1.0,7.245,6.755,6.441,6.028,6.075,6.101132305283593,6.1680917889524745
0.006,0.075,2959.0,-1.81,3.95,33.26,0.0,1.0,7.193,6.701,6.39,5.98,6.028,6.04906923579612,6.115517906386108
0.006,0.08,2974.0,-1.77,3.95,34.33,0.0,1.0,7.105,6.609,6.303,5.9,5.948,5.968529477956194,6.034293547031217
0.006,0.09,3006.0,-1.72,3.97,35.88,0.0,1.0,6.973,6.47,6.171,5.78,5.828,5.869127464927919,5.932766422999002
0.006,0.1,3039.0,-1.7,4.01,35.92,0.0,1.0,6.945,6.433,6.138,5.755,5.8,5.8348056758067335,5.894544775784856
0.006,0.2,3227.0,-1.31,4.03,49.52,0.0,1.0,6.069,5.499,5.239,4.922,4.971,5.014100509355339,5.057627303474805
0.006,0.3,3371.0,-1.08,4.06,59.15,0.0,1.0,5.557,4.943,4.701,4.432,4.491,4.5612123530624435,4.5877961059057295
0.006,0.4,3534.0,-0.9,4.08,66.22,0.0,0.991,5.178,4.512,4.292,4.076,4.154,4.207835025730697,4.21501652664808
0.006,0.5,3688.0,-0.75,4.1,72.61,0.0,0.911,4.857,4.151,3.954,3.786,3.884,3.9413397424653107,3.9328242329776275
0.006,0.6,3819.0,-0.63,4.12,77.73,0.0,0.513,4.608,3.888,3.709,3.574,3.685,3.7391962746777017,3.7204627863827677
0.006,0.7,3945.0,-0.52,4.14,82.26,0.0,0.315,4.391,3.666,3.505,3.396,3.518,3.5747067469565774,3.548363635532843
0.006,0.8,4067.0,-0.43,4.15,86.4,0.0,0.357,4.186,3.472,3.328,3.24,3.366,3.412021845518513,3.380370913121763
0.006,0.9,4190.0,-0.33,4.16,90.97,0.0,0.453,3.98,3.29,3.159,3.086,3.211,3.26899785584764,3.2337375510668154
0.006,1.0,4310.0,-0.24,4.16,95.27,0.0,0.572,3.792,3.133,3.013,2.949,3.069,3.1197677890710187,3.0829403502815786
0.006,1.1,4434.0,-0.15,4.17,99.71,0.0,0.701,3.604,2.983,2.873,2.815,2.926,3.006616765593027,2.969005968018359
0.006,1.2,4561.0,-0.06,4.16,104.66,0.0,0.814,3.411,2.829,2.729,2.675,2.778,2.852936526654669,2.815126745367527
0.006,1.3,4695.0,0.03,4.15,110.2,0.0,0.892,3.211,2.67,2.578,2.528,2.622,2.7060581431045385,2.6680571447397012
0.006,1.4,4849.0,0.14,4.14,116.27,0.0,0.94,3.0,2.503,2.42,2.373,2.458,2.562440678655371,2.524136353721475
0.007,0.01,1811.0,-3.58,4.0,11.54,1.0,1.0,11.836,10.978,10.234,9.275,9.556,9.26423057050364,9.423059765365336
0.007,0.015,2292.0,-3.03,4.03,13.66,0.875,1.0,10.066,9.614,9.132,8.475,8.718,8.498365538190821,8.626294203037071
0.007,0.02,2527.0,-2.64,3.94,17.55,0.635,1.0,9.142,8.699,8.272,7.71,7.834,7.768521644939167,7.8655774854510865
0.007,0.03,2702.0,-2.25,3.84,24.08,0.157,1.0,8.208,7.759,7.376,6.873,6.935,6.947448859225388,7.027857077507629
0.007,0.04,2785.0,-2.14,3.91,25.67,0.0001,1.0,7.963,7.5,7.14,6.667,6.718,6.7489892520529295,6.822603902644145
0.007,0.05,2850.0,-2.06,3.96,26.84,0.0,1.0,7.79,7.318,6.976,6.524,6.572,6.588574716620817,6.659454845582962
0.007,0.06,2905.0,-1.99,4.0,28.13,0.0,1.0,7.623,7.143,6.816,6.383,6.429,6.455077136516917,6.52312388942517
0.007,0.07,2948.0,-1.91,4.02,29.72,0.0,1.0,7.452,6.963,6.647,6.231,6.279,6.306849911878504,6.3726455074349335
